"attributes_Accepts.Credit.Cards","attributes_Accepts.Insurance","attributes_Ages.Allowed","attributes_Alcohol","attributes_Ambience","attributes_Attire","attributes_BYOB","attributes_BYOB.Corkage","attributes_By.Appointment.Only","attributes_Caters","attributes_Coat.Check","attributes_Corkage","attributes_Delivery","attributes_Dietary.Restrictions","attributes_Dogs.Allowed","attributes_Drive.Thru","attributes_Good.For","attributes_Good.For.Dancing","attributes_Good.For.Groups","attributes_Good.For.Kids","attributes_Good.for.Kids","attributes_Hair.Types.Specialized.In","attributes_Happy.Hour","attributes_Has.TV","attributes_Music","attributes_Noise.Level","attributes_Open.24.Hours","attributes_Order.at.Counter","attributes_Outdoor.Seating","attributes_Parking","attributes_Payment.Types","attributes_Price.Range","attributes_Smoking","attributes_Take.out","attributes_Takes.Reservations","attributes_Waiter.Service","attributes_Wheelchair.Accessible","attributes_Wi.Fi","business_id","categories","city","full_address","hours_Friday","hours_Monday","hours_Saturday","hours_Sunday","hours_Thursday","hours_Tuesday","hours_Wednesday","latitude","longitude","name","neighborhoods","open","review_count","stars","state","type"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","Kwz7TTlfWZwnBc1li6rOIA","Banks & Credit Unions,Financial Services","Las Vegas","4910 S Fort Apache Rd
Spring Valley
Las Vegas, NV 89148","","","","","","","",36.0995805,-115.2966417,"Bank of America","Spring Valley","True",4,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","3kQKLGaNoorabUzRjHAgTw","Banks & Credit Unions,Financial Services","Laveen","5025 W Baseline Rd
Laveen, AZ 85339","","","","","","","",33.377062,-112.165731,"Bank of America","","True",4,2,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","swrZjfWN3JlP3wf74EWwfw","Banks & Credit Unions,Financial Services","Mesa","1901 S Gilbert Rd
Mesa, AZ 85204","","","","","","","",33.381331,-111.787855,"Wells Fargo Bank","","True",8,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","yoHKx4hFQ00fS9YXMPuDHQ","Banks & Credit Unions,Financial Services","Phoenix","5041 N 16th St
Phoenix, AZ 85016","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.5107969,-112.046894,"Chase Bank","","True",5,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","J4FtK1Y7VIRaLAUc4WhjgA","Banks & Credit Unions,Financial Services","Phoenix","13015 N Tatum Blvd
Phoenix, AZ 85032","","","","","","","",33.60464,-111.9776816,"Wells Fargo Bank","","True",3,1.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","D2h1xsCeYPf4X3uER3hN1g","Banks & Credit Unions,Financial Services","Phoenix","2950 W Peoria Ave
Phoenix, AZ 85029","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.5823209,-112.1228769,"Chase Bank","","True",3,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","INErF-kxGtflUQTku9LzoQ","Banks & Credit Unions,Financial Services","Surprise","17073 W Bell Rd
Surprise, AZ 85374","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.638283,-112.426218,"Chase Bank","","True",3,4.5,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","vypbBexHcr-5k4l8LQIF6w","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Phoenix","1950 E Camelback Road
Phoenix, AZ 85016","","","","","","","",33.5095842,-112.0391403,"Bank of America","","True",5,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","KzzdCVGAGWHW772Wxzt_Kw","Banks & Credit Unions,Financial Services","Scottsdale","4167 N Scottsdale Rd
Scottsdale, AZ 85251","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'16:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",33.4964749,-111.925607,"Wells Fargo Bank","","True",11,4,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","gds9yxGteluF8JzWDegkSw","Banks & Credit Unions,Financial Services","Tempe","64 E Broadway Rd
Tempe, AZ 85282","","","","","","","",33.4076403,-111.9395665,"Wells Fargo Bank","","True",3,4.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","OTcKD19ssbzhN8v3xtpe8A","Banks & Credit Unions,Financial Services","Chandler","2075 N Alma School Rd
Chandler, AZ 85224","","","","","","","",33.3366789,-111.857894,"Wells Fargo Bank","","True",3,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","iJDuP99y1epu3LiIgNiqsw","Banks & Credit Unions,Financial Services","Mesa","1333 S Alma School Rd
Mesa, AZ 85210","","","","","","","",33.390303,-111.856673,"Wells Fargo Bank","","True",7,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","Tluc8HDsXRGAshD_ePmvzQ","Banks & Credit Unions,Financial Services","Glendale","4315 W Bell Rd
Glendale, AZ 85308","{u'close': u'19:00', u'open': u'09:00'}","{u'close': u'19:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'14:00', u'open': u'10:00'}","{u'close': u'19:00', u'open': u'09:00'}","{u'close': u'19:00', u'open': u'09:00'}","{u'close': u'19:00', u'open': u'09:00'}",33.6378053,-112.1528218,"Chase Bank","","True",3,3.5,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","EnRZNWcH8sziqEnbRnIFsQ","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Phoenix","3246 E Bell Road
Phoenix, AZ 85032","","","","","","","",33.6407988,-112.0124697,"Bank of America","","True",4,3,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","WIDZSGjX4GGKIp1nZoHepg","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Phoenix","4402 E Camelback Road
Phoenix, AZ 85018","","","","","","","",33.5098399,-111.986211,"Bank of America","","True",5,4,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","XZnecLOU7t4WC4d8-9NbCg","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Queen Creek","520 E Hunt Hwy
Queen Creek, AZ 85243","","","","","","","",33.2528,-111.5239,"Bank of America","","True",3,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","HMH7d0mBBjMEPkADbrHWBA","Banks & Credit Unions,Financial Services","Phoenix","2620 E Camelback Rd
Phoenix, AZ 85016","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.5100246,-112.0248905,"Chase Bank","","True",3,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","EfQynnWvo_vXR0TJejeBTQ","Banks & Credit Unions,Financial Services","Chandler","1004 W Chandler Blvd
Chandler, AZ 85224","","","","","","","",33.306517,-111.859609,"Wells Fargo Bank","","True",3,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","UW-_rtEc8vATxb-wzhl86g","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Surprise","13780 W Waddell Rd
Surprise, AZ 85379","","","","","","","",33.6093567,-112.356657,"Bank of America","","True",3,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","pBoq4RSYfEm8kzNTMeNGuA","Banks & Credit Unions,Financial Services","Chandler","1025 W Queen Creek Rd
Chandler, AZ 85248","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.2619191,-111.8591499,"Chase Bank","","True",3,2,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","x226vPnVP0nAhcRCF3HcrQ","Banks & Credit Unions,Financial Services","Scottsdale","6015 N Scottsdale Rd
Scottsdale, AZ 85250","","","","","","","",33.5247229,-111.9256564,"Wells Fargo Bank","","True",4,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","D0jOohupZftHUnCdNiB2YQ","Banks & Credit Unions,Financial Services","Chandler","3495 W Chandler Blvd
Chandler, AZ 85226","","","","","","","",33.3048314,-111.9015663,"Wells Fargo Bank","","True",3,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","vnatQJnu2p50MB3pYDvS0g","Banks & Credit Unions,Financial Services","Phoenix","2901 N 7th Ave
Phoenix, AZ 85013","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.480722,-112.08253,"Chase Bank","","True",5,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","ol-cIVeRhy4tGnXoG6Rjvg","Banks & Credit Unions,Financial Services","Scottsdale","14595 N Scottsdale Rd
Scottsdale, AZ 85254","","","","","","","",33.6176199,-111.9258164,"Wells Fargo Bank","","True",4,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","bg-sBHAHkZCpgVzEb4dJZg","Banks & Credit Unions,Financial Services","Phoenix","5755 N 19th Ave
Phoenix, AZ 85015","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'13:00', u'open': u'09:00'}","","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}",33.5219927,-112.0992562,"Bank of America","","True",4,2,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","s2rNb_9479tdNp8qn027LQ","Banks & Credit Unions,Financial Services","Phoenix","12240 N Tatum Blvd
Phoenix, AZ 85032","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.5983589,-111.9814145,"Chase Bank","","True",8,4.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","8uqVgebS6B--TQYqGT-Q9A","Banks & Credit Unions,Financial Services","Tempe","4714 S Rural Rd
Tempe, AZ 85282","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.3803849,-111.928891,"Chase Bank","","True",3,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","2KAOVu8cloYC7xC6IGFGIQ","Banks & Credit Unions,Financial Services","Phoenix","2827 N 44th St
Phoenix, AZ 85008","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.4790632,-111.986519,"Chase Bank","","True",6,2,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","EeyMo9_axC3OEzgiIbPs7A","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Phoenix","1910 W Thunderbird Rd
Phoenix, AZ 85023","","","","","","","",33.6112492,-112.099676,"Bank of America","","True",3,3.5,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","4GyUd_cs7em8iX1sW0eVhg","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Phoenix","2640 S 83rd Avenue
Phoenix, AZ 85043","","","","","","","",33.4231327,-112.2387569,"Bank of America","","True",3,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","QAWGfbf2o1u8CkrLTyDPpQ","Banks & Credit Unions,Financial Services","Gilbert","1495 E Warner Rd
Gilbert, AZ 85296","","","","","","","",33.333852,-111.756087,"Wells Fargo Bank","","True",5,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","dng6ywGbupOE82XjTdzRBA","Banks & Credit Unions,Financial Services","Phoenix","3620 N Central Ave
Phoenix, AZ 85012","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.4901292,-112.0739068,"Chase Bank","","True",6,2.5,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","rnAMWPtRbV75IPMpLgAyVA","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Phoenix","16851 N Tatum Boulevard
Phoenix, AZ 85032","","","","","","","",33.640141,-111.977113,"Bank of America","","True",3,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","fbBHfqh4Y3obDCsZyu6hTA","Banks & Credit Unions,Financial Services","Phoenix","5815 N 19Th Ave
Phoenix, AZ 85015","","","","","","","",33.5227958,-112.0994235,"Wells Fargo Bank","","True",3,3.5,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","uhHagdjbh9HE1YBhVPNRRA","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Mesa","1952 S Stapley Drive
Mesa, AZ 85204","","","","","","","",33.379482,-111.807747,"Bank of America","","True",3,3,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","Zoo-BRZfh2lK5_gPVHRaDA","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Mesa","63 W Main Street
Mesa, AZ 85201","","","","","","","",33.414959,-111.8338467,"Bank of America","","True",3,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","bge8cHZYQFmqJqVJR0LgVg","Banks & Credit Unions,Financial Services","Phoenix","8001 N 35th Ave
Phoenix, AZ 85051","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.553597,-112.133722,"Chase Bank","","True",3,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","OoCiPejBcxjHv4-ngyR4AA","Banks & Credit Unions,Financial Services","Phoenix","550 E Bell Rd
Phoenix, AZ 85022","","","","","","","",33.6403832,-112.0670043,"Wells Fargo Bank","","True",5,5,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","KoCPVdY8eqYbWgy9jbPa6g","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Surprise","13702 W Bell Road
Surprise, AZ 85374","","","","","","","",33.6387216,-112.3522039,"Bank of America","","True",4,2,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","D1MVTkDrt3UrQ0EebZu4NA","Banks & Credit Unions,Financial Services","Gilbert","700 N Gilbert Rd
Gilbert, AZ 85234","","","","","","","",33.3627389,-111.7905128,"Wells Fargo Bank","","True",3,3,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","pMXho0D2q9krHmRLiDec-A","Banks & Credit Unions,Financial Services","Gilbert","90 S Val Vista Dr
Gilbert, AZ 85296","","","","","","","",33.348617,-111.75689,"Wells Fargo Bank","","True",3,3.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","JN1ySuKM6TskbfiR9EqtYQ","Banks & Credit Unions,Financial Services","Scottsdale","15415 N 65th Pl
Scottsdale, AZ 85254","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.625972,-111.940133,"Chase Bank","","True",4,4.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","3f0jwMOsWg_PHKVLKP2mTA","Banks & Credit Unions,Financial Services","Scottsdale","1530 N Scottsdale Rd
Scottsdale, AZ 85257","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.4655074,-111.9265556,"Wells Fargo Bank","","True",5,2,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","MHvWN1zWRL2OouJd08Swtw","Banks & Credit Unions,Financial Services","Chandler","1960 W Ray Rd Ste 7
Chandler, AZ 85224","","","","","","","",33.321726,-111.875811,"Wells Fargo Bank","","True",4,4,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","cv1wBu2BBhlo9D-q1Kk1eg","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Chandler","2998 N Alma School Road
Chandler, AZ 85224","","","","","","","",33.3495225,-111.8593378,"Bank of America","","True",4,2.5,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","1EnMK0EMcRJrzVtB-feNXQ","Banks & Credit Unions,Financial Services","Scottsdale","8750 E Raintree Dr
Scottsdale, AZ 85260","","","","","","","",33.6186869771,-111.892686295,"Bank of America","","True",7,2,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","jJtd78jPzgZhUvI5jtV_2w","Banks & Credit Unions,Financial Services","Tempe","1744 E Southern
Tempe, AZ 85282","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'14:00', u'open': u'09:00'}","","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",33.3929845,-111.9105035,"Chase Bank","","True",6,3,"AZ","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","oL5o4xUsLHubHDOTbWVo9Q","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Phoenix","2080 E Baseline Road
Phoenix, AZ 85042","","","","","","","",33.3781022,-112.0361422,"Bank of America","","True",3,2.5,"AZ","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","xx4Qz0ILrTzNBBdVO1IS5Q","Banks & Credit Unions,Financial Services","Las Vegas","530 Las Vegas Blvd S
Downtown
Las Vegas, NV 89101","","","","","","","",36.1638802,-115.1445458,"Wells Fargo Bank","Downtown","False",3,4,"NV","business"
"True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","HXFgHRNbt7n_XBN9I69dRw","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Henderson","2638 W Horizon Ridge Parkway
Anthem
Henderson, NV 89052","","","","","","","",36.0008424,-115.1029342,"Bank of America","Anthem","True",4,4.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","CFjnrg4fUjmmK8wkVIQV0w","Banks & Credit Unions,Financial Services","Las Vegas","5975 W Tropicana Ave
Las Vegas, NV 89103","","","","","","","",36.0988171072,-115.223517716,"Wells Fargo Bank","","True",3,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","NuaR2exSG7QLScBQa-A_Ug","Banks & Credit Unions,Financial Services","Las Vegas","1121 Las Vegas Blvd S
Downtown
Las Vegas, NV 89104","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'16:00', u'open': u'09:00'}","","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}",36.1580358,-115.1478624,"Wells Fargo Bank","Downtown","True",4,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","RJU1NZ2mOWZE8lMWgk6wbg","Banks & Credit Unions,Financial Services","Henderson","1411 W Sunset Rd
Henderson, NV 89014","","","","","","","",36.0629451,-115.0466904,"Wells Fargo Bank","","True",7,3.5,"NV","business"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","DWkqbIM93bNRrpPFn_765g","Banks & Credit Unions,Financial Services","Las Vegas","4075 S Fort Apache Rd
Spring Valley
Las Vegas, NV 89147","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'16:00', u'open': u'09:00'}","","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}",36.1153331,-115.2975935,"Wells Fargo Bank","Spring Valley","True",10,3,"NV","business"
